Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	br_lengths[136]	br_lengths[137]	br_lengths[138]	br_lengths[139]	br_lengths[140]	br_lengths[141]	br_lengths[142]	br_lengths[143]	br_lengths[144]	br_lengths[145]	br_lengths[146]	br_lengths[147]	br_lengths[148]	br_lengths[149]	br_lengths[150]	br_lengths[151]	br_lengths[152]	br_lengths[153]	br_lengths[154]	br_lengths[155]	br_lengths[156]	br_lengths[157]	br_lengths[158]	br_lengths[159]	br_lengths[160]	br_lengths[161]	br_lengths[162]	br_lengths[163]	br_lengths[164]	br_lengths[165]	br_lengths[166]	br_lengths[167]	br_lengths[168]	br_lengths[169]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	rel_br_lengths[136]	rel_br_lengths[137]	rel_br_lengths[138]	rel_br_lengths[139]	rel_br_lengths[140]	rel_br_lengths[141]	rel_br_lengths[142]	rel_br_lengths[143]	rel_br_lengths[144]	rel_br_lengths[145]	rel_br_lengths[146]	rel_br_lengths[147]	rel_br_lengths[148]	rel_br_lengths[149]	rel_br_lengths[150]	rel_br_lengths[151]	rel_br_lengths[152]	rel_br_lengths[153]	rel_br_lengths[154]	rel_br_lengths[155]	rel_br_lengths[156]	rel_br_lengths[157]	rel_br_lengths[158]	rel_br_lengths[159]	rel_br_lengths[160]	rel_br_lengths[161]	rel_br_lengths[162]	rel_br_lengths[163]	rel_br_lengths[164]	rel_br_lengths[165]	rel_br_lengths[166]	rel_br_lengths[167]	rel_br_lengths[168]	rel_br_lengths[169]	tree_length
0	179.1261	-166.2502	345.3763	0.000991107	0.00102691	0.00264812	0.000629601	0.00101202	0.000422041	0.000324482	0.000892518	0.00122666	0.00284253	0.000543618	0.00206441	0.000283535	0.000654465	0.000529177	0.000662108	0.000496261	0.00058137	0.00026434	0.00250129	3.28671e-05	0.00226728	0.00134554	5.69118e-05	0.00049531	0.000443546	0.00106175	0.00234656	0.000369935	0.00132461	0.000613785	3.76283e-05	5.2605e-05	1.87988e-05	0.000199447	0.00116554	1.31842e-05	0.00132627	0.00282903	0.000440371	0.00195486	5.32704e-05	0.000620985	0.000256384	0.00046118	0.000272957	0.000757467	9.95651e-05	0.000161279	0.000901764	0.000820764	0.00305266	4.44776e-05	0.000654363	0.000262801	0.000116356	0.000297776	0.00103977	0.00100393	0.00025874	0.00033201	0.000587847	0.00011764	0.000100196	1.56526e-06	0.00099263	0.000164663	0.00349904	0.000272732	0.000614692	0.000182007	0.00114352	0.000137244	0.000187879	0.000426889	0.00184288	3.91709e-05	0.000893799	0.000171149	0.00054539	0.000522188	0.000434887	0.000153061	3.07643e-06	5.4902e-05	0.000538286	0.000607601	0.00115552	0.00027063	0.00982642	5.83445e-05	0.00171201	0.000912384	4.71258e-05	0.000659233	5.04746e-05	0.016445	0.000300978	0.000207657	2.36347e-05	0.0014271	0.000562313	0.00120216	0.00245824	0.000407512	0.000744157	0.000266506	0.000715442	0.00443863	0.000332145	0.000452871	0.000623191	5.01464e-05	0.000182202	0.00440599	0.000746019	8.1307e-05	0.000639136	1.89978e-05	5.47367e-05	0.00175442	0.000489094	0.000102594	0.000388155	0.000196812	0.00229063	0.00221478	0.000723381	0.00163892	4.53925e-05	0.000344263	0.000692372	0.00287032	0.000966555	0.000908649	8.44094e-05	0.000235018	0.000947621	0.000445489	0.000101787	0.000287578	0.000412946	0.000419067	0.00019473	3.96088e-06	0.000572463	9.37779e-05	0.00130903	0.00240042	0.00145649	0.000152413	9.87267e-05	0.000650499	0.000218521	0.000667784	0.000483548	0.00381639	0.000904222	0.000193162	0.000108239	0.00216816	0.000392438	0.000479726	0.00129704	0.0011533	5.41405e-06	0.00189551	0.0012673	0.00203162	1.23239	0.659156	0.405658	0.644019	0.871726	1.14715	1.55275	2.46513	0.6523857	2.742161	0.00624322	0.00646878	0.0166811	0.00396601	0.00637495	0.00265854	0.00204399	0.00562219	0.00772702	0.0179058	0.00342438	0.0130042	0.00178606	0.00412263	0.00333341	0.00417078	0.00312607	0.00366219	0.00166514	0.0157562	0.000207038	0.0142822	0.00847586	0.000358501	0.00312008	0.00279401	0.00668821	0.0147815	0.00233031	0.00834407	0.00386638	0.00023703	0.000331372	0.000118418	0.00125637	0.00734202	8.30502e-05	0.00835453	0.0178208	0.002774	0.0123142	0.000335563	0.00391174	0.00161502	0.00290508	0.00171942	0.00477147	0.000627185	0.00101593	0.00568043	0.00517019	0.0192295	0.000280175	0.00412199	0.00165545	0.000732954	0.00187576	0.00654979	0.00632401	0.00162987	0.00209141	0.00370299	0.000741046	0.000631158	9.85994e-06	0.00625282	0.00103725	0.0220413	0.001718	0.0038721	0.00114651	0.00720331	0.000864533	0.0011835	0.00268908	0.0116088	0.000246747	0.00563026	0.00107811	0.00343555	0.00328939	0.00273946	0.00096417	1.93792e-05	0.000345841	0.00339079	0.00382743	0.0072789	0.00170477	0.061899	0.000367526	0.0107843	0.00574733	0.000296857	0.00415267	0.000317952	0.103591	0.00189594	0.00130808	0.000148881	0.00898968	0.00354215	0.0075727	0.0154851	0.00256701	0.00468763	0.00167879	0.00450674	0.02796	0.00209226	0.00285275	0.00392563	0.000315884	0.00114774	0.0277544	0.00469936	0.000512173	0.00402607	0.000119672	0.0003448	0.0110515	0.00308092	0.000646266	0.00244508	0.00123976	0.0144292	0.0139515	0.00455675	0.010324	0.000285939	0.0021686	0.00436142	0.0180809	0.00608856	0.0057238	0.000531715	0.00148044	0.0059693	0.00280624	0.00064118	0.00181152	0.00260125	0.0026398	0.00122665	2.49506e-05	0.00360608	0.00059073	0.00824589	0.0151208	0.00917478	0.000960087	0.000621904	0.00409765	0.00137652	0.00420654	0.00304599	0.0240404	0.00569591	0.00121677	0.000681823	0.0136578	0.00247207	0.00302191	0.00817035	0.0072649	3.41044e-05	0.0119403	0.00798306	0.0127977	0.1587492
36	176.3732	-167.2015	343.5746	0.00499275	0.00389672	0.000722696	0.00200977	0.00570114	0.00119541	0.000378587	0.000691253	0.00203127	0.0052175	0.00160757	0.00550642	0.00230025	0.00150776	0.000314431	0.00456725	0.00069382	0.00221684	0.00105512	0.00151629	0.000793794	0.00544793	0.00372667	0.000166319	0.00288028	0.000367049	0.00415305	0.000959696	0.00423892	0.00442863	0.00642323	2.367e-05	0.00772635	0.000186198	0.000911679	0.00281378	0.000326265	0.00443573	0.00403721	0.00669415	0.00249711	0.00177041	0.000586605	0.00376739	0.000637015	0.00341629	0.0032067	0.000478544	0.00243862	0.00112594	0.00232364	0.00494945	0.00139078	0.00198166	0.000640875	0.00122326	0.000297393	0.00868393	0.00113669	0.00223798	0.00275342	0.000374146	0.00117208	0.000487122	9.65043e-06	0.000828116	0.00227603	0.00419487	0.0022608	0.0022034	0.000810203	0.00144828	0.000468464	0.00199399	0.000719018	0.000331577	0.00298188	0.00271123	0.00159292	0.0123055	0.00193327	0.00978881	0.000966913	0.000120836	0.000415804	0.00844607	0.00770443	0.000439237	0.00828716	0.0190586	0.000662686	0.00152479	0.0012486	0.000654632	0.00344806	8.56098e-05	0.0482108	0.00119953	0.00126467	6.39815e-05	0.000607286	0.000580652	0.00195347	0.000810873	0.00659461	0.00109199	0.000955069	0.00300557	0.00688459	0.00191374	0.0106277	0.00260999	0.000337737	0.00063342	0.00986894	0.00125513	0.00188384	0.00357832	0.00354562	0.000552973	0.00546682	0.000724972	0.000297317	0.000412396	0.00124388	0.0117695	0.000625286	0.0014705	0.00164529	2.99583e-05	0.000128323	9.64181e-05	0.00631487	0.0020587	0.00197095	0.000556071	0.00086511	0.00157793	0.00203717	0.00197788	0.000211252	0.0021674	0.00134404	0.000193084	0.000349098	0.00025636	0.000192184	0.00291413	0.00104937	0.000835754	0.000171892	3.06429e-05	0.00302063	0.00406377	0.00250161	0.00121921	0.00156969	0.00454078	0.00390325	0.000924609	0.00404357	7.7812e-05	0.00412519	0.00100996	0.00379014	1.8357e-05	0.000948371	0.00105329	0.00639456	1.5983	0.122489	0.984388	0.992355	0.997609	1.0024	1.0077	1.01586	0.0113779	19.13792	0.0107468	0.00838759	0.00155558	0.00432598	0.0122715	0.00257309	0.000814897	0.0014879	0.00437225	0.0112305	0.00346024	0.0118524	0.00495123	0.00324542	0.000676804	0.00983089	0.00149343	0.00477169	0.00227112	0.00326377	0.00170862	0.0117265	0.00802157	0.000357997	0.00619972	0.000790063	0.00893934	0.00206572	0.00912416	0.00953251	0.0138258	5.0949e-05	0.0166308	0.000400787	0.00196237	0.00605659	0.000702277	0.00954779	0.00869	0.014409	0.00537495	0.00381075	0.00126265	0.00810921	0.00137116	0.00735347	0.00690233	0.00103005	0.00524905	0.00242357	0.00500157	0.0106536	0.00299362	0.00426546	0.00137947	0.00263303	0.000640131	0.0186919	0.00244669	0.0048172	0.00592667	0.00080534	0.00252288	0.00104852	2.07723e-05	0.0017825	0.00489908	0.00902936	0.00486632	0.00474275	0.00174394	0.00311739	0.00100836	0.004292	0.00154767	0.00071371	0.00641841	0.00583585	0.00342872	0.0264873	0.00416132	0.0210701	0.00208125	0.000260096	0.000895006	0.0181799	0.0165836	0.000945445	0.0178379	0.0410232	0.00142641	0.00328207	0.00268758	0.00140908	0.00742186	0.000184273	0.103773	0.00258195	0.00272217	0.000137718	0.00130717	0.00124984	0.00420479	0.00174538	0.0141947	0.00235049	0.00205576	0.00646941	0.0148189	0.00411927	0.0228759	0.00561793	0.000726969	0.00136342	0.0212426	0.00270163	0.00405491	0.00770224	0.00763184	0.00119026	0.0117672	0.00156048	0.000639968	0.000887671	0.00267743	0.0253334	0.00134591	0.00316521	0.00354144	6.44844e-05	0.000276213	0.000207537	0.0135926	0.00443129	0.00424242	0.00119693	0.00186213	0.00339644	0.00438496	0.00425733	0.000454714	0.00466528	0.002893	0.000415607	0.000751425	0.000551807	0.00041367	0.00627258	0.00225875	0.00179894	0.000369993	6.59581e-05	0.00650183	0.00874715	0.00538465	0.00262432	0.00337872	0.00977391	0.00840164	0.0019902	0.00870367	0.000167488	0.00887935	0.00217391	0.00815818	3.9513e-05	0.00204134	0.00226718	0.0137641	0.4645818
72	175.6327	-168.8379	344.4706	0.000497869	0.000625286	0.00147291	0.000900573	0.00110257	0.000294227	0.00114516	0.00112606	0.00030888	0.00108068	0.000508629	0.000318691	0.000241572	0.00278027	0.00202482	0.00225356	0.000688028	0.00105208	0.000117012	7.21901e-05	0.00253344	0.00151778	0.00210993	3.18778e-05	0.00049888	0.000828502	0.000130434	0.00119535	0.00047706	0.00155636	0.000304924	0.000576252	0.00150369	0.000364541	0.00113778	0.000256812	0.000934475	0.000958055	0.00126286	0.0011774	5.15642e-05	0.000255062	0.00136573	0.000539543	0.000671423	4.55516e-05	0.00244274	3.12386e-05	4.49352e-05	0.000183457	0.000427551	0.00132097	6.7273e-05	0.00111428	0.000287997	0.000430188	0.000222225	0.000578226	0.00025942	1.62166e-05	0.000301776	0.000447774	0.000114903	0.000395803	0.00159498	9.36331e-05	6.35684e-05	0.000175573	0.00113546	0.000296394	0.000130667	0.00249853	0.00013242	0.000286415	0.000287242	3.83176e-05	0.00041917	0.000259841	0.000148426	0.00107156	0.000330893	0.00215905	0.000205506	0.000476761	0.000725085	0.00314651	0.000429958	0.000211633	0.000987109	0.000259557	0.000322229	0.00347282	0.000169091	0.000118386	1.50428e-05	0.000141295	0.000323095	0.00718172	5.22392e-05	1.03238e-05	0.000182662	0.000634136	0.000919833	0.000679113	0.000513721	0.000312957	0.000127755	0.00256655	0.00346912	0.000870656	0.00164958	0.000419036	0.00022731	0.000850569	9.22268e-05	0.000335018	0.0121052	0.000125912	0.000313258	0.000134222	0.00116806	0.000615278	0.000110559	2.42765e-05	7.58117e-05	0.000130392	0.00116502	0.000774038	0.00057187	0.000512296	0.000245185	0.00139716	0.000243848	0.000387866	0.00011833	0.00065441	0.000212512	0.00014577	0.000297504	0.000289661	0.00259332	5.61402e-05	0.000170944	2.44094e-05	7.82876e-05	0.000225307	0.000408807	0.000621215	0.00153791	0.000223033	0.00112252	4.93339e-05	0.00067864	0.000372944	2.46891e-05	0.000516122	0.000189902	0.000636963	0.000337459	0.000295001	0.00027045	0.00155088	0.000291213	0.00320482	0.00199351	1.46386e-05	0.000661827	0.000187745	0.000218537	1.38285	0.438482	0.357034	0.605139	0.854954	1.16965	1.65251	2.80086	0.7447069	4.625468	0.00373835	0.00469508	0.0110596	0.00676212	0.00827885	0.00220926	0.00859864	0.00845521	0.00231928	0.00811451	0.00381913	0.00239295	0.00181389	0.0208762	0.0152037	0.0169213	0.00516618	0.00789971	0.000878609	0.000542053	0.0190228	0.0113966	0.0158428	0.00023936	0.00374593	0.00622096	0.000979391	0.00897553	0.0035821	0.0116862	0.00228958	0.0043269	0.0112907	0.00273722	0.00854326	0.00192832	0.00701668	0.00719373	0.00948244	0.00884074	0.00038718	0.00191518	0.0102548	0.00405126	0.0050415	0.000342033	0.0183418	0.000234561	0.000337405	0.00137752	0.00321035	0.00991872	0.000505132	0.00836676	0.00216248	0.00323015	0.00166862	0.00434172	0.0019479	0.000121765	0.00226594	0.00336219	0.000862768	0.00297196	0.0119762	0.000703062	0.000477315	0.00131832	0.00852585	0.00222553	0.00098114	0.0187607	0.000994297	0.0021506	0.00215681	0.000287715	0.00314742	0.00195107	0.00111449	0.00804604	0.00248457	0.0162116	0.00154308	0.00357985	0.00544444	0.0236262	0.00322842	0.00158909	0.00741189	0.00194893	0.00241952	0.0260763	0.00126966	0.000888923	0.000112952	0.00106094	0.00242602	0.0539253	0.000392248	7.75181e-05	0.00137155	0.00476153	0.00690674	0.00509925	0.00385737	0.0023499	0.000959273	0.0192714	0.0260486	0.00653749	0.0123862	0.00314641	0.0017068	0.00638666	0.000692502	0.00251554	0.0908942	0.000945438	0.00235216	0.00100783	0.0087706	0.00461993	0.000830149	0.000182284	0.000569246	0.000979075	0.00874776	0.00581201	0.00429399	0.00384667	0.00184102	0.0104908	0.00183098	0.00291237	0.000888504	0.00491376	0.00159568	0.00109454	0.00223387	0.00217498	0.0194724	0.000421539	0.00128356	0.000183283	0.000587837	0.00169176	0.0030696	0.00466451	0.0115477	0.00167469	0.00842866	0.000370433	0.0050957	0.00280032	0.000185383	0.0038754	0.00142591	0.00478276	0.00253388	0.00221507	0.00203073	0.0116451	0.00218663	0.024064	0.0149687	0.000109916	0.00496945	0.00140972	0.00164092	0.1331791
108	181.5059	-165.0193	346.5252	0.00088487	0.0024676	0.00081184	4.87852e-05	0.00044696	0.00124776	0.0055069	0.000758932	0.00701048	0.0077477	0.00129598	7.40581e-05	0.0027763	0.000293432	0.00605779	0.00134964	0.00207035	0.00354426	0.000562089	7.33367e-06	0.00217358	0.00472543	0.00170301	0.00267781	0.000853463	0.00059414	0.00583382	0.000203312	0.0043138	0.000659923	0.00648021	0.000570111	0.00147053	0.00015963	0.000799281	0.000242186	0.000389407	0.00270241	0.00329713	0.000454243	0.00133933	0.000846367	0.000437757	0.00424252	0.000279495	0.00174612	0.00178182	0.00107978	2.66297e-05	0.00149687	0.00181466	0.00115482	0.00209919	0.0068026	0.00807631	0.000817786	0.000870772	0.00216032	0.00344651	0.000500619	0.00819568	0.000113675	0.000572359	0.00203244	0.000602038	0.00167814	0.000340374	0.000473666	0.00146636	0.00189553	0.00302743	0.00346174	0.000546964	0.00291066	0.00141546	0.000501979	0.00153209	0.00283808	0.00183952	0.0111593	0.000552707	0.00528851	0.00175826	0.00177401	0.000365222	0.00631403	0.00648776	7.61737e-05	0.00168108	0.000687989	0.000606152	0.00590283	0.000665607	0.0016836	0.000920357	0.00161463	0.00212869	0.00336516	0.000906904	7.63903e-05	0.00814705	0.001568	0.00124953	0.000979177	0.000980396	0.00799378	0.000865953	0.0101112	0.00160049	0.00293235	0.00140059	0.00315121	0.00278691	0.00237153	0.00324278	0.00394166	0.0028278	0.000672905	0.0376689	0.00116646	0.000204723	0.0011722	0.000642101	0.0067041	0.00228455	0.000610468	0.000252209	0.000878801	0.000232302	1.0822e-05	0.00517979	0.00052303	0.00181344	0.00873733	0.00207171	0.00101436	0.00206988	0.00479564	0.000229089	0.00207803	0.00447676	0.00270131	0.0046475	0.00127894	0.00307225	0.0199492	0.000881575	0.00176892	0.00164695	0.000138609	0.00216262	0.000151133	0.00840241	0.00906422	0.000154516	0.00181703	0.00355982	8.73535e-05	0.000875623	0.00246908	0.000313472	0.000421657	0.00279207	0.000241178	0.000664136	5.53269e-05	0.000799636	0.00164667	0.00271913	1.16998	0.750693	0.777687	0.884597	0.962466	1.039	1.13046	1.28586	0.1818016	2.285854	0.00204893	0.00571378	0.00187983	0.000112963	0.00103494	0.00288922	0.0127513	0.00175732	0.0162329	0.0179399	0.00300088	0.000171483	0.00642858	0.000679447	0.0140269	0.00312512	0.00479394	0.00820681	0.00130153	1.69813e-05	0.00503297	0.0109418	0.00394334	0.00620053	0.00197621	0.00137574	0.0135083	0.000470772	0.00998869	0.00152807	0.015005	0.0013201	0.00340503	0.000369627	0.00185075	0.000560786	0.00090168	0.00625747	0.00763457	0.00105181	0.00310125	0.00195978	0.00101363	0.00982364	0.000647175	0.00404317	0.00412585	0.00250025	6.16617e-05	0.00346604	0.00420188	0.00267401	0.00486071	0.0157516	0.0187009	0.0018936	0.00201629	0.00500227	0.00798046	0.00115919	0.0189773	0.000263216	0.00132531	0.00470615	0.00139403	0.00388575	0.000788142	0.00109678	0.00339539	0.00438914	0.00701006	0.00801573	0.0012665	0.0067397	0.00327751	0.00116234	0.00354759	0.00657163	0.00425945	0.0258395	0.0012798	0.0122457	0.00407128	0.00410776	0.000845677	0.0146203	0.0150225	0.000176382	0.00389258	0.00159305	0.00140356	0.0136681	0.00154123	0.00389842	0.0021311	0.00373872	0.00492903	0.00779208	0.00209995	0.000176883	0.0188647	0.00363072	0.00289331	0.0022673	0.00227013	0.0185098	0.00200513	0.0234126	0.00370596	0.00678991	0.0032431	0.00729668	0.00645315	0.00549131	0.00750873	0.00912699	0.00654783	0.00155813	0.0872231	0.00270095	0.000474041	0.00271424	0.0014868	0.0155235	0.00528991	0.00141355	0.000583995	0.00203488	0.0005379	2.50586e-05	0.0119939	0.00121108	0.00419906	0.0202315	0.00479708	0.00234877	0.00479284	0.0111044	0.000530461	0.00481171	0.010366	0.00625495	0.0107614	0.00296141	0.00711386	0.0461927	0.0020413	0.00409597	0.00381354	0.000320953	0.00500758	0.00034995	0.0194559	0.0209884	0.000357784	0.00420738	0.00824283	0.000202269	0.00202752	0.00571719	0.000725851	0.000976355	0.00646509	0.000558451	0.00153782	0.000128111	0.00185157	0.0038129	0.0062962	0.4318686
